App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Last Updated,Current Ver,Android Ver,Primary Genre,Sub Genre
Crew - Free Messaging and Scheduling,BUSINESS,4.6,4159,48,500000,Free,0,Everyone,07/20/2018,6.1.2,4.0.3,Business,
Asana: organize team projects,BUSINESS,4.3,20815,10,1000000,Free,0,Everyone,07/26/2018,6.4.4,5,Business,
Google Analytics,BUSINESS,4.5,78662,22,1000000,Free,0,Everyone,02/13/2018,3.7.5,4.4,Business,
AdWords Express,BUSINESS,4.1,7149,11,1000000,Free,0,Everyone,07/31/2018,2.6.158,4,Business,
Accounting App - Zoho Books,BUSINESS,4.5,3079,8.5,100000,Free,0,Everyone,08/02/2018,5.20.7,4.1,Business,
Invoice & Time Tracking - Zoho,BUSINESS,4.6,5800,8.6,100000,Free,0,Everyone,08/02/2018,5.20.7,4.1,Business,
Invoice 2go — Professional Invoices and Estimates,BUSINESS,4.2,16422,28,1000000,Free,0,Everyone,08/01/2018,10.46.2,4.1,Business,
Cisco Webex Meetings,BUSINESS,4.4,108741,28,10000000,Free,0,Everyone,07/20/2018,11.1.0,4.3,Business,
ZOOM Cloud Meetings,BUSINESS,4.4,31614,37,10000000,Free,0,Everyone,07/20/2018,4.1.28165.0716,4,Business,
ScreenMeet. Easy Phone Meeting,BUSINESS,4,624,9,100000,Free,0,Everyone,03/22/2018,1.2.287,5,Business,
Cisco Webex Teams,BUSINESS,4.2,1661,46,100000,Free,0,Everyone,08/02/2018,3.0.4651,4.4,Business,
Start Meeting,BUSINESS,4.1,308,14,50000,Free,0,Everyone,05/29/2018,3.1.4.0,4.0.3,Business,
ClickMeeting Webinars,BUSINESS,3.8,5211,26,1000000,Free,0,Everyone,07/30/2018,3.3.0,4,Business,
BlueJeans for Android,BUSINESS,3.9,1058,23,500000,Free,0,Everyone,06/29/2018,2.22.397,5,Business,
Zenefits,BUSINESS,4.2,296,14,50000,Free,0,Everyone,06/15/2018,3.2.1,4.1,Business,
Google Ads,BUSINESS,4.3,29313,20,5000000,Free,0,Everyone,07/30/2018,1.12.0,4.0.3,Business,
FreshBooks Classic,BUSINESS,4.1,1802,26,100000,Free,0,Everyone,04/18/2018,1.7.14,4.2,Business,
Insightly CRM,BUSINESS,3.8,1383,51,100000,Free,0,Everyone,07/12/2018,3.24.1,5,Business,
QuickBooks Accounting: Invoicing & Expenses,BUSINESS,4.3,23175,41,1000000,Free,0,Everyone,07/13/2018,18.7,4.1,Business,
HipChat - Chat Built for Teams,BUSINESS,3.8,5868,20,500000,Free,0,Everyone,07/03/2018,3.19.005,4.1,Business,
"MailChimp - Email, Marketing Automation",BUSINESS,4.1,5448,12,500000,Free,0,Everyone,07/25/2018,4.9.1,5,Business,
Crew - Free Messaging and Scheduling,BUSINESS,4.6,4159,48,500000,Free,0,Everyone,07/20/2018,6.1.2,4.0.3,Business,
Asana: organize team projects,BUSINESS,4.3,20815,10,1000000,Free,0,Everyone,07/26/2018,6.4.4,5,Business,
Google Analytics,BUSINESS,4.5,78662,22,1000000,Free,0,Everyone,02/13/2018,3.7.5,4.4,Business,
AdWords Express,BUSINESS,4.1,7149,11,1000000,Free,0,Everyone,07/31/2018,2.6.158,4,Business,
Accounting App - Zoho Books,BUSINESS,4.5,3079,8.5,100000,Free,0,Everyone,08/02/2018,5.20.7,4.1,Business,
Invoice & Time Tracking - Zoho,BUSINESS,4.6,5800,8.6,100000,Free,0,Everyone,08/02/2018,5.20.7,4.1,Business,
Invoice 2go — Professional Invoices and Estimates,BUSINESS,4.2,16422,28,1000000,Free,0,Everyone,08/01/2018,10.46.2,4.1,Business,
Tiny Scanner - PDF Scanner App,BUSINESS,4.7,286897,39,10000000,Free,0,Everyone,05/30/2017,1.2.6,3,Business,
Fast Scanner : Free PDF Scan,BUSINESS,4.5,103755,14,10000000,Free,0,Everyone,07/11/2018,3.9.2,4.1,Business,
Mobile Doc Scanner (MDScan) Lite,BUSINESS,4.2,46505,19,1000000,Free,0,Everyone,08/02/2018,3.4.49,4.1,Business,
TurboScan: scan documents and receipts in PDF,BUSINESS,4.7,11442,6.8,100000,Paid,4.99,Everyone,03/25/2018,1.5.2,4,Business,
Tiny Scanner Pro: PDF Doc Scan,BUSINESS,4.8,10295,39,100000,Paid,4.99,Everyone,04/11/2017,3.4.6,3,Business,
OfficeSuite : Free Office + PDF Editor,BUSINESS,4.3,1002859,35,100000000,Free,0,Everyone,08/02/2018,9.7.14188,4.1,Business,
Verify - Receipts & Expenses,BUSINESS,4.5,413,29,10000,Free,0,Everyone,07/25/2018,2.0.19,5,Business,
QuickBooks Accounting: Invoicing & Expenses,BUSINESS,4.3,23175,41,1000000,Free,0,Everyone,07/13/2018,18.7,4.1,Business,
Manga Master - Best manga & comic reader,COMICS,4.6,24005,4.9,500000,Free,0,Adults only 18+,07/04/2018,1.1.7.0,4.1,Comics,
GANMA! - All original stories free of charge for all original comics,COMICS,4.7,57106,27,1000000,Free,0,Teen,07/23/2018,2.11.3,4.1,Comics,
Röhrich Werner Soundboard,COMICS,4.7,2249,32,500000,Free,0,Everyone,11/16/2017,1.08,4.0.3,Comics,
Unicorn Pokez - Color By Number,COMICS,4.8,516,12,50000,Free,0,Everyone,08/03/2018,1.0.6,4.4,Comics,Creativity
MangaToon - Comics updated Daily,COMICS,3.9,834,15,50000,Free,0,Mature 17+,08/01/2018,1.0.8,4.1,Comics,
Manga Net – Best Online Manga Reader,COMICS,4.1,1010,11,50000,Free,0,Mature 17+,07/07/2018,1.5,4.1,Comics,
Manga Rock - Best Manga Reader,COMICS,4.4,238970,28,1000000,Free,0,Teen,07/09/2018,3.4.3_world,5,Comics,
Manga - read Thai translation,COMICS,4.6,302,2.2,10000,Free,0,Teen,07/03/2018,1,4,Comics,
The Vietnam Story - Fun Stories,COMICS,4.5,438,3.4,10000,Free,0,Everyone,12/27/2017,1,2.3,Comics,
Dragon Ball Wallpaper - Ringtones,COMICS,4.7,73,8.3,10000,Free,0,Everyone,07/23/2018,1.9,4.0.3,Comics,
Funny Jokes Photos,COMICS,4.4,39,4.3,10000,Free,0,Everyone 10+,07/03/2018,1.1,4.2,Comics,
Truyện Vui Tý Quậy,COMICS,4.5,144,4.7,10000,Free,0,Everyone,07/19/2018,3,4.0.3,Comics,
Comic Es - Shojo manga / love comics free of charge ♪ ♪,COMICS,3.9,2181,10,100000,Free,0,Teen,03/05/2018,1.2.12,4.0.3,Comics,
comico Popular Original Cartoon Updated Everyday Comico,COMICS,3.2,93965,15,5000000,Free,0,Teen,07/03/2018,6.3.0,4.0.3,Comics,
Daily Manga - Comic & Webtoon,COMICS,3.2,1446,7.1,100000,Free,0,Mature 17+,05/18/2018,1,4.0.3,Comics,
"漫咖 Comics - Manga,Novel and Stories",COMICS,4.1,12088,21,1000000,Free,0,Mature 17+,07/06/2018,2.3.1,4.0.3,Comics,
Emmanuella Funny Videos 2018,COMICS,4.5,314,6.1,100000,Free,0,Everyone,05/23/2018,3.1.0,4.1,Comics,
Manga Zero - Japanese cartoon and comic reader,COMICS,4.2,15194,15,1000000,Free,0,Teen,07/19/2018,4.7.3,4.2,Comics,
Marvel Unlimited,COMICS,3.7,22551,11,1000000,Free,0,Teen,07/24/2018,3.16.0,4.4,Comics,
"Tapas – Comics, Novels, and Stories",COMICS,4.5,29839,29,1000000,Free,0,Teen,07/31/2018,4.1.0,4.4,Comics,
Children's cartoons (Mithu-Mina-Raju),COMICS,4.6,279,3.3,100000,Free,0,Everyone,12/18/2017,1.6,4,Comics,
【Ranobbe complete free】 Novelba - Free app that you can read and write novels,COMICS,4.3,1330,22,50000,Free,0,Everyone,07/03/2018,6.1.1,4.2,Comics,
Faustop Sounds,COMICS,4.7,1677,40,100000,Free,0,Everyone,05/26/2018,1.7.7,4.1,Comics,
Manga Mania - Best online manga reader,COMICS,4.4,757,10,10000,Free,0,Teen,05/24/2018,1,4.1,Comics,
#NAME?,COMICS,3.5,115,9.1,10000,Free,0,Mature 17+,07/13/2018,5.0.12,5,Comics,
Manga AZ - Manga Comic Reader,COMICS,3.3,125,4.7,5000,Free,0,Teen,07/24/2018,1.0.4,4.0.3,Comics,
Buff Thun - Daily Free Webtoon / Comics / Web Fiction / Mini Game,COMICS,4.5,9952,38,500000,Free,0,Everyone 10+,07/31/2018,4.3.0,4.1,Comics,
Funny Jokes and Stories 2018,COMICS,4.2,21,6.7,5000,Free,0,Everyone,03/31/2018,1.3,4,Comics,
Hojiboy Tojiboyev Life Hacks,COMICS,5,15,37,1000,Free,0,Everyone,06/26/2018,2,4.0.3,Comics,
"Best Wallpapers Backgrounds(100,000+ 4K HD)",COMICS,4.7,3596,7.8,10000,Free,0,Teen,06/16/2018,1.01,4.0.3,Comics,
think Comics,COMICS,4.4,1006,19,50000,Free,0,Everyone,08/03/2018,2.3.3,4.0.3,Comics,
Memes Button,COMICS,4.4,5968,5.7,1000000,Free,0,Everyone,05/28/2018,1.4,4,Comics,
"Laftel - Watching and Announcing Snooping, Streaming",COMICS,4.6,4895,35,100000,Free,0,Everyone,08/02/2018,2.4.25,4.4,Comics,
Messenger for SMS,COMMUNICATION,4.3,125257,17,10000000,Free,0,Teen,06/06/2018,1.8.9,4.1,Communication,
My Tele2,COMMUNICATION,4.3,158679,8.8,5000000,Free,0,Everyone,08/03/2018,2.4.1,4.4,Communication,
Yahoo Mail – Stay Organized,COMMUNICATION,4.3,4187998,16,100000000,Free,0,Everyone,07/18/2018,5.29.3,4.4,Communication,
imo beta free calls and text,COMMUNICATION,4.3,659395,11,100000000,Free,0,Everyone,06/07/2018,9.8.000000010492,4,Communication,
imo free video calls and chat,COMMUNICATION,4.3,4785892,11,500000000,Free,0,Everyone,06/08/2018,9.8.000000010501,4,Communication,
Call Free – Free Call,COMMUNICATION,4.3,30209,15,5000000,Free,0,Everyone,07/28/2018,1.3.4,4.1,Communication,
Web Browser & Explorer,COMMUNICATION,4,36901,6.6,5000000,Free,0,Everyone,07/04/2018,11.8.6,4.0.3 - 7.1.1,Communication,
Browser 4G,COMMUNICATION,4.3,192948,6.6,10000000,Free,0,Everyone,06/19/2018,24.6.6,4.0.3 - 7.1.1,Communication,
Cricket Visual Voicemail,COMMUNICATION,3.9,13698,5.1,10000000,Free,0,Everyone,07/02/2018,3.2.0.100171,4.1,Communication,
TracFone My Account,COMMUNICATION,3.6,20769,18,1000000,Free,0,Everyone,07/11/2018,R6.0.3,4.1,Communication,
Firefox Focus: The privacy browser,COMMUNICATION,4.4,36880,4,1000000,Free,0,Everyone,07/06/2018,5.2,5,Communication,
TouchPal Keyboard - Fun Emoji & Android Keyboard,COMMUNICATION,4.4,615381,37,10000000,Free,0,Mature 17+,08/02/2018,6.7.9.1,4.0.3,Communication,
Skype Lite - Free Video Call & Chat,COMMUNICATION,4.2,33053,22,5000000,Free,0,Everyone,07/31/2018,1.60.0.31354-release,4.0.3,Communication,
UC Browser Mini -Tiny Fast Private & Secure,COMMUNICATION,4.4,3648120,3.3,100000000,Free,0,Teen,07/18/2018,11.4.0,4,Communication,
WhatsApp Business,COMMUNICATION,4.4,136662,32,10000000,Free,0,Everyone,07/30/2018,2.18.116,4.0.3,Communication,
My magenta,COMMUNICATION,3.9,42370,37,1000000,Free,0,Everyone,06/25/2018,7.5.1,5,Communication,
Antillean Gold Telegram (original version),COMMUNICATION,4.4,2939,17,100000,Free,0,Everyone,07/16/2018,2.1,4.1,Communication,
Omlet Chat,COMMUNICATION,3.9,40751,35,10000000,Free,0,Teen,11/04/2016,2.2.7600,4.0.3,Communication,
UC Browser - Fast Download Private & Secure,COMMUNICATION,4.5,17712922,40,500000000,Free,0,Teen,08/02/2018,12.8.5.1121,4,Communication,
My Vodacom SA,COMMUNICATION,3.7,25021,61,5000000,Free,0,Everyone,06/26/2018,9.9.0,4.3,Communication,
Microsoft Edge,COMMUNICATION,4.3,27187,66,5000000,Free,0,Everyone,07/28/2018,42.0.0.2059,4.4,Communication,
imo free video calls and chat,COMMUNICATION,4.3,4785988,11,500000000,Free,0,Everyone,06/08/2018,9.8.000000010501,4,Communication,
Hangouts Dialer - Call Phones,COMMUNICATION,4,122498,0.077148438,10000000,Free,0,Everyone,09/02/2015,0.1.100944346,4.0.3,Communication,
"Talkatone: Free Texts, Calls & Phone Number",COMMUNICATION,4.1,132014,25,10000000,Free,0,Everyone,07/18/2018,6.1,4.2,Communication,
Calls & Text by Mo+,COMMUNICATION,4.2,83239,14,5000000,Free,0,Everyone,04/19/2018,3.0.4,4,Communication,
"GO SMS Pro - Messenger, Free Themes, Emoji",COMMUNICATION,4.4,2876500,24,100000000,Free,0,Everyone,08/01/2018,7.73,4,Communication,
"Messaging+ SMS, MMS Free",COMMUNICATION,4.1,28238,17,1000000,Free,0,Everyone,08/02/2018,4.98,2.3,Communication,
chomp SMS,COMMUNICATION,4.3,335646,8.3,10000000,Free,0,Everyone,07/26/2018,7.21,2.3,Communication,
Text SMS,COMMUNICATION,4.5,349384,8.2,10000000,Free,0,Everyone,07/24/2018,3.47,4.0.3,Communication,
mysms SMS Text Messaging Sync,COMMUNICATION,4.3,37320,8.4,1000000,Free,0,Everyone,07/30/2018,6.5.1,4.0.3,Communication,
Firefox Focus: The privacy browser,COMMUNICATION,4.4,36893,4,1000000,Free,0,Everyone,07/06/2018,5.2,5,Communication,
2ndLine - Second Phone Number,COMMUNICATION,4.2,15880,32,1000000,Free,0,Everyone,08/03/2018,5.65.0,4,Communication,
"CM Browser - Ad Blocker , Fast Download , Privacy",COMMUNICATION,4.6,2264916,6.1,50000000,Free,0,Everyone,07/31/2018,5.22.18.0006,4,Communication,
Ninesky Browser,COMMUNICATION,4.2,42925,2.8,1000000,Free,0,Everyone,08/27/2017,6.1,2.3,Communication,
UC Browser Mini -Tiny Fast Private & Secure,COMMUNICATION,4.4,3648480,3.3,100000000,Free,0,Teen,07/18/2018,11.4.0,4,Communication,
UC Browser - Fast Download Private & Secure,COMMUNICATION,4.5,17714850,40,500000000,Free,0,Teen,08/02/2018,12.8.5.1121,4,Communication,
Ghostery Privacy Browser,COMMUNICATION,4.1,13100,2.2,1000000,Free,0,Everyone,03/20/2018,1.4.1.0,4.0.3,Communication,
Web Browser for Android,COMMUNICATION,4.1,55098,4.3,1000000,Free,0,Everyone,06/20/2018,2.2,4,Communication,
DU Browser—Browse fast & fun,COMMUNICATION,4.3,1133501,4.7,10000000,Free,0,Everyone,04/01/2016,6.4.0.4,4,Communication,
Lightning Web Browser,COMMUNICATION,4.1,12578,2.3,500000,Free,0,Everyone,07/10/2017,4.5.1,4,Communication,
Web Browser,COMMUNICATION,4.2,10965,2.3,500000,Free,0,Everyone,02/02/2015,2,3,Communication,
Contacts+,COMMUNICATION,4.2,190613,11,10000000,Free,0,Everyone,07/31/2018,5.85.1,4.0.3,Communication,
ExDialer - Dialer & Contacts,COMMUNICATION,4.2,125232,2.7,10000000,Free,0,Everyone,03/05/2017,196,2.1,Communication,
Calls & Text by Mo+,COMMUNICATION,4.2,83239,14,5000000,Free,0,Everyone,04/19/2018,3.0.4,4,Communication,
PHONE for Google Voice & GTalk,COMMUNICATION,4.3,72065,13,1000000,Free,0,Everyone,04/18/2018,3.0.7,4,Communication,
Safest Call Blocker,COMMUNICATION,4.4,27540,3.7,1000000,Free,0,Everyone,01/05/2018,1.26.001,4,Communication,
Full Screen Caller ID,COMMUNICATION,4.2,104990,10,5000000,Free,0,Everyone,05/15/2018,3.5.0,4.0.3,Communication,
Hiya - Caller ID & Block,COMMUNICATION,4.4,177703,13,10000000,Free,0,Mature 17+,07/25/2018,8.1.2-6310,5,Communication,
Call Blocker,COMMUNICATION,4.1,17529,10,1000000,Free,0,Everyone,07/26/2018,5.86,4.0.3,Communication,
Mr. Number-Block calls & spam,COMMUNICATION,4.2,177263,13,10000000,Free,0,Mature 17+,07/13/2018,5.1.2-6310,5,Communication,
Should I Answer?,COMMUNICATION,4.8,237468,8.8,1000000,Free,0,Everyone,07/26/2018,2018.1.715,4,Communication,
RocketDial Dialer & Contacts,COMMUNICATION,4.4,32254,5.5,1000000,Free,0,Everyone,12/04/2017,3.9.7,2.1,Communication,
"CallApp: Caller ID, Blocker & Phone Call Recorder",COMMUNICATION,4.4,483565,20,10000000,Free,0,Everyone,07/29/2018,1.286,4.1,Communication,
Whoscall - Caller ID & Block,COMMUNICATION,4.4,552441,29,10000000,Free,0,Everyone,08/01/2018,6.19.1,4.1,Communication,
Call Control - Call Blocker,COMMUNICATION,4.4,93825,11,5000000,Free,0,Everyone,07/05/2018,2.17.3,4.1,Communication,
Video Caller Id,COMMUNICATION,4.2,15287,17,1000000,Free,0,Everyone,01/24/2018,2.2.245,4.0.3,Communication,
Sync.ME – Caller ID & Block,COMMUNICATION,4.5,205739,17,5000000,Free,0,Everyone,07/26/2018,4.5.4,4.1,Communication,
Caller ID +,COMMUNICATION,4,9498,0.115234375,1000000,Free,0,Everyone,06/07/2016,5.28.0,2.3,Communication,
Yahoo Mail – Stay Organized,COMMUNICATION,4.3,4188142,16,100000000,Free,0,Everyone,07/18/2018,5.29.3,4.4,Communication,
K-9 Mail,COMMUNICATION,4.2,88427,5.1,5000000,Free,0,Everyone,01/06/2018,5.403,4.0.3,Communication,
Email TypeApp - Mail App,COMMUNICATION,4.6,183374,44,1000000,Free,0,Everyone,08/01/2018,1.9.4.74,4.1,Communication,
All Email Providers,COMMUNICATION,4.1,20901,7.3,1000000,Free,0,Everyone,04/03/2018,5.0.9,4.1,Communication,
"Newton Mail - Email App for Gmail, Outlook, IMAP",COMMUNICATION,4,122595,30,1000000,Free,0,Everyone,07/19/2018,9.8.376,5,Communication,
GO Notifier,COMMUNICATION,4.2,124346,0.678710938,10000000,Free,0,Everyone,07/06/2014,2.8,2,Communication,
Mail1Click - Secure Mail,COMMUNICATION,4.1,255,1.6,10000,Free,0,Everyone,04/11/2017,2.3,2.2,Communication,
Daum Mail - Next Mail,COMMUNICATION,4.3,41420,19,5000000,Free,0,Everyone,06/21/2018,3.2.0,4,Communication,
imo free video calls and chat,COMMUNICATION,4.3,4785988,11,500000000,Free,0,Everyone,06/08/2018,9.8.000000010501,4,Communication,
Vonage Mobile® Call Video Text,COMMUNICATION,4.1,29208,23,1000000,Free,0,Everyone,09/28/2016,2.9.8,2.3.3,Communication,
JusTalk - Free Video Calls and Fun Video Chat,COMMUNICATION,4.6,191032,26,5000000,Free,0,Everyone,08/04/2018,7.2.29,4.0.3,Communication,
Calculator,DATING,2.6,57,6.2,1000,Paid,6.99,Everyone,10/25/2017,1.1.6,4,Dating,
Truth or Dare Pro,DATING,4.3,0,20,50,Paid,1.49,Teen,09/01/2017,1,4,Dating,
"Private Dating, Hide App- Blue for PrivacyHider",DATING,4.3,0,0.017578125,100,Paid,2.99,Everyone,07/25/2017,1.0.1,4,Dating,
Ad Blocker for SayHi,DATING,4.3,4,1.2,100,Paid,3.99,Teen,08/02/2018,1.2,4.0.3,Dating,
AMBW Dating App: Asian Men Black Women Interracial,DATING,3.5,2,17,100,Paid,7.99,Mature 17+,01/21/2017,1.0.1,4,Dating,
OkCupid Dating,DATING,4.1,285726,15,10000000,Free,0,Mature 17+,07/30/2018,11.10.1,4.1,Dating,
"Hily: Dating, Chat, Match, Meet & Hook up",DATING,4.1,2556,56,100000,Free,0,Mature 17+,08/01/2018,2.5.2,4.1,Dating,
Hinge: Dating & Relationships,DATING,4.2,7779,12,500000,Free,0,Mature 17+,08/03/2018,6.1.3,5,Dating,
Casual Dating & Adult Singles - Joyride,DATING,4.5,61637,11,5000000,Free,0,Mature 17+,07/31/2018,4.17.2,4.1,Dating,
BBW Dating & Plus Size Chat,DATING,4.4,12632,29,1000000,Free,0,Mature 17+,07/27/2018,3.5.0.1,4.1,Dating,
CMB Free Dating App,DATING,4,48845,40,1000000,Free,0,Mature 17+,08/01/2018,4.19.0.2320,4.4,Dating,
eharmony - Online Dating App,DATING,3.1,31320,53,5000000,Free,0,Mature 17+,07/30/2018,6.6.5,4.1,Dating,
Free Dating App & Flirt Chat - Match with Singles,DATING,4.4,172460,3.1,5000000,Free,0,Mature 17+,08/04/2018,1.639,4,Dating,
"Chispa, the Dating App for Latino, Latina Singles",DATING,4.2,4195,24,100000,Free,0,Mature 17+,07/25/2018,1.6.1,4.4,Dating,
Clover Dating App,DATING,4.1,11633,23,500000,Free,0,Mature 17+,07/24/2018,2.5.1,4.1,Dating,
Black People Meet Singles Date,DATING,3.9,10212,5,1000000,Free,0,Mature 17+,07/25/2018,1.9.7,4.4,Dating,
Mingle2 - Free Online Dating & Singles Chat Rooms,DATING,4.3,37053,44,1000000,Free,0,Mature 17+,08/03/2018,4.4B,4.1,Dating,
Free Dating App & Flirt Chat - Cheers,DATING,4.4,667,27,10000,Free,0,Mature 17+,08/03/2018,1.308.us,4.1,Dating,
stranger chat - anonymous chat,DATING,3.5,13202,6.1,1000000,Free,0,Mature 17+,07/07/2018,2.4.1,4.1,Dating,
Free Dating Hook Up Messenger,DATING,3.3,1157,21,100000,Free,0,Mature 17+,01/27/2017,5.0.1,4.2,Dating,
Find Real Love — YouLove Premium Dating,DATING,4.5,212626,11,10000000,Free,0,Mature 17+,07/31/2018,4.17.2,4.1,Dating,
Once - Quality Matches Every day,DATING,4.4,222888,21,1000000,Free,0,Mature 17+,07/17/2018,2.45,4.1,Dating,
BLK - Swipe. Match. Chat.,DATING,4.1,2067,24,100000,Free,0,Mature 17+,07/25/2018,1.6.1,4.4,Dating,
Cougar Dating Life : Date Older Women Sugar Mummy,DATING,3.9,1643,31,500000,Free,0,Mature 17+,07/03/2018,4.5.5,4.1,Dating,
Howlr,DATING,3.9,105,27,5000,Free,0,Mature 17+,06/19/2018,1.0.4,4.4,Dating,
Stranger Chat & Date,DATING,3.6,3414,6.2,500000,Free,0,Mature 17+,06/06/2018,1.2.1,4.1,Dating,
RandoChat - Chat roulette,DATING,3.6,11806,12,1000000,Free,0,Mature 17+,06/26/2018,4.0.18,4.0.3,Dating,
BeWild Free Dating & Chat App,DATING,3.4,1999,8,100000,Free,0,Mature 17+,02/03/2017,1.6.5,4.2,Dating,
"FastMeet: Chat, Dating, Love",DATING,4.2,22544,5.9,1000000,Free,0,Mature 17+,07/27/2018,1.31.4,4.0.3,Dating,
"Free Dating App - YoCutie - Flirt, Chat & Meet",DATING,4.1,97684,7.9,1000000,Free,0,Mature 17+,07/10/2018,1.23,4.0.3,Dating,
OurTime Dating for Singles 50+,DATING,3.4,2519,5,100000,Free,0,Mature 17+,07/25/2018,1.9.7,4.4,Dating,
FarmersOnly Dating,DATING,3,1146,1.4,100000,Free,0,Mature 17+,02/25/2016,2.2,4,Dating,
Dating for 50 plus Mature Singles – FINALLY,DATING,4.6,13046,13,500000,Free,0,Mature 17+,07/31/2018,4.17.2,4.1,Dating,
Sudy – Meet Elite & Rich Single,DATING,4.1,17268,40,500000,Free,0,Mature 17+,06/25/2018,4.1.2,4.0.3,Dating,
Christian Dating For Free App,DATING,3.9,8722,13,500000,Free,0,Mature 17+,06/20/2018,15.8,4.1,Dating,
Just She - Top Lesbian Dating,DATING,1.9,953,19,100000,Free,0,Mature 17+,07/18/2018,6.3.7,5,Dating,
Single Parent Meet #1 Dating,DATING,3.5,2593,5,500000,Free,0,Mature 17+,07/25/2018,1.9.7,4.4,Dating,
EliteSingles – Dating for Single Professionals,DATING,2.5,5377,19,500000,Free,0,Mature 17+,07/31/2018,4.8.5,4.0.3,Dating,
Millionaire Match: Rich Singles Dating App,DATING,3.9,852,27,100000,Free,0,Mature 17+,07/30/2018,6.4.6,4.1,Dating,
InterracialCupid - Interracial Dating App,DATING,3.4,212,3,50000,Free,0,Mature 17+,06/13/2018,2.3.0.1781,5,Dating,
Sugar Mommas Dating And Single Search,DATING,3.5,1972,13,1000000,Free,0,Mature 17+,05/12/2018,4.3,4.1,Dating,
"Hide App, Private Dating, Safe Chat - PrivacyHider",DATING,4.4,35206,7.2,1000000,Free,0,Everyone,05/21/2018,2.9.6,4,Dating,
"muzmatch: Muslim & Arab Singles, Marriage & Dating",DATING,3.8,5164,25,100000,Free,0,Mature 17+,07/24/2018,3.8.75a,4.0.3,Dating,
Sugar Daddy Dating App,DATING,2.5,277,5.7,100000,Free,0,Mature 17+,12/04/2017,3.0.0,4.1,Dating,
Adult Dirty Emojis,DATING,2.8,80,5.5,10000,Free,0,Teen,11/06/2017,1,4.0.3,Dating,
"Meet4U - Chat, Love, Singles!",DATING,4.2,40035,6.5,1000000,Free,0,Mature 17+,07/27/2018,1.31.3,4.0.3,Dating,
SnpCupid Dating,DATING,3.5,1093,5.8,100000,Free,0,Mature 17+,01/28/2017,1.6.6,4.2,Dating,
Adult Dating - AdultFinder,DATING,3.3,1601,3.8,500000,Free,0,Mature 17+,02/01/2017,1.5,4.1,Dating,
Gay Sugar Daddy Dating & Hookup – Sudy Gay,DATING,4.1,2212,41,100000,Free,0,Mature 17+,06/20/2018,2.0.5,4.0.3,Dating,
"Meet24 - Love, Chat, Singles",DATING,4.2,57081,7.9,1000000,Free,0,Mature 17+,07/27/2018,1.31.3,4.0.3,Dating,
BBWCupid - BBW Dating App,DATING,3.5,241,2.8,50000,Free,0,Mature 17+,06/01/2018,2.2.0.1748,5,Dating,
ChatVideo Meet new people,DATING,4.2,63986,20,5000000,Free,0,Mature 17+,05/31/2018,3.0.15,4,Dating,
"TryDate - Free Online Dating App, Chat Meet Adults",DATING,4.4,7888,15,500000,Free,0,Mature 17+,04/29/2018,2.4.0,4.1,Dating,
Black White Interracial Dating - Interracial Match,DATING,4.1,535,28,100000,Free,0,Mature 17+,03/29/2018,2.0.0,4.1,Dating,
"USA Singles Meet, Match and Date Free - Date",DATING,4.2,5084,9.6,100000,Free,0,Mature 17+,08/03/2018,1.55,4.1,Dating,
FlirtChat - ♥Free Dating/Flirting App♥,DATING,4.3,2430,13,500000,Free,0,Mature 17+,07/26/2018,12.0.4,4.1,Dating,
OkCupid Dating,DATING,4.1,285726,15,10000000,Free,0,Mature 17+,07/30/2018,11.10.1,4.1,Dating,
CMB Free Dating App,DATING,4,48845,40,1000000,Free,0,Mature 17+,08/01/2018,4.19.0.2320,4.4,Dating,
"Hily: Dating, Chat, Match, Meet & Hook up",DATING,4.1,2556,56,100000,Free,0,Mature 17+,08/01/2018,2.5.2,4.1,Dating,
Hinge: Dating & Relationships,DATING,4.2,7779,12,500000,Free,0,Mature 17+,08/03/2018,6.1.3,5,Dating,
The League,DATING,3,837,9.4,100000,Free,0,Mature 17+,07/16/2018,1.15.0,4.4,Dating,
BBW Dating & Plus Size Chat,DATING,4.4,12632,29,1000000,Free,0,Mature 17+,07/27/2018,3.5.0.1,4.1,Dating,
Casual Dating & Adult Singles - Joyride,DATING,4.5,61637,11,5000000,Free,0,Mature 17+,07/31/2018,4.17.2,4.1,Dating,
EliteSingles – Dating for Single Professionals,DATING,2.5,5377,19,500000,Free,0,Mature 17+,07/31/2018,4.8.5,4.0.3,Dating,
Clover Dating App,DATING,4.1,11633,23,500000,Free,0,Mature 17+,07/24/2018,2.5.1,4.1,Dating,
"Herpes Dating: 1,000K+ Singles",DATING,4,738,27,10000,Free,0,Mature 17+,08/01/2018,6.4.1,4.1,Dating,
Just She - Top Lesbian Dating,DATING,1.9,953,19,100000,Free,0,Mature 17+,07/18/2018,6.3.7,5,Dating,
Heart mill,DATING,3.3,4631,45,100000,Free,0,Mature 17+,08/04/2018,5.2.14,5,Dating,
Once - Quality Matches Every day,DATING,4.4,222888,21,1000000,Free,0,Mature 17+,07/17/2018,2.45,4.1,Dating,
